Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Radial Res,Max Radial Res,Mean Radial Res,Min Angular Res,Max Angular Res,Mean Angular Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Median,EW Mean,EW Std,Normal EW Median,Normal EW Mean,Normal EW Std,Pandora Closest Distance,Pandora Closest Long,Pandora Closest Inertial Long,Pandora Closest True Anomaly,Pandora Distance,Pandora Long,Pandora Earliest Distance,Pandora Earliest Long,Pandora Latest Distance,Pandora Latest Long,Prometheus Closest Distance,Prometheus Closest Long,Prometheus Closest Inertial Long,Prometheus Closest True Anomaly,Prometheus Distance,Prometheus Long,Prometheus Earliest Distance,Prometheus Earliest Long,Prometheus Latest Distance,Prometheus Latest Long
ISS_197RI_WHYAOCC001_VIMS,0,355,2013-09-10T16:01:01,153.44,160.52,156.98,145.065,149.025,147.776,208.604,208.619,208.615,296.446,300.413,299.161,7.3834925,7.7193956,7.4911985,0.0,0.0,0.0,19.387394,19.625528,19.481272,55.238445,55.611626,55.40326,70.26504496,1.97,1.10658454,1.27182398,0.38569261,0.62765062,0.72250229,0.22031177,1053.36,77.59,-70.909,79.452,--,--,1832.536,80.887,1846.995,80.81,353.405,341.003,-111.724,38.378,--,--,755.455,338.127,782.884,338.145
ISS_198RF_FMOVIE001_PRIME_1,0,9795,2013-10-18T16:59:09,0.02,359.98,166.78,274.62,280.98,279.335,311.323,312.206,311.772,322.414,329.35,327.563,11.254852,12.275711,11.650827,0.0,0.0,0.0,118.365326,122.02884,120.249245,138.03105,139.08107,138.65004,69.88620464,54.42,1.51094021,1.54919852,0.36421155,1.13286501,1.16251105,0.27162096,1075.039,90.262,26.129,74.206,1601.343,91.22,1740.272,91.56,1282.217,89.524,360.842,180.949,-9.276,39.386,--,--,361.641,180.93,1321.348,182.345
ISS_198RF_FMOVIE001_PRIME_2,0,9843,2013-10-19T00:57:01,0.0,359.98,167.33,106.78,113.59,108.521,312.218,313.103,312.653,153.787,161.372,155.869,11.435349,11.804015,11.620877,0.0,0.0,0.0,113.75621,117.45198,115.59026,138.56026,139.09793,138.84576,69.886632,54.68,1.27854658,1.32295378,0.34454923,0.96244571,0.99595448,0.25893159,1075.506,84.471,28.053,74.424,1427.249,89.14,1298.326,89.482,1639.772,85.522,361.008,184.227,-7.579,39.42,--,--,1317.761,182.379,396.135,184.345
ISS_198RI_RLYROCC001_VIMS,0,309,2013-10-16T08:01:01,40.06,46.42,43.21,267.35,271.545,268.886,304.913,304.926,304.916,322.428,326.632,323.97,9.135899,9.38796,9.229494,0.0,0.0,0.0,80.61611,80.75064,80.65851,130.70381,130.93193,130.78264,69.91280222,1.72,1.10548184,1.14136596,0.15965819,0.72134618,0.74556528,0.10462286,1073.159,113.415,19.769,74.664,--,--,1173.588,113.735,1160.918,113.715,360.557,171.117,-14.179,39.471,--,--,526.29,168.085,544.511,168.098
ISS_198RI_SPOKEMOV004_PRIME,0,17695,2013-10-19T10:08:29,0.0,359.98,182.34,104.295,170.6,117.295,313.252,314.667,313.834,150.852,217.348,163.462,117.29787,158.7275,122.965034,0.0,0.0,0.0,118.048744,123.41991,120.4035,135.84462,138.74379,137.66571,69.88010878,98.31,1.49392435,1.59641682,0.49658637,1.10321379,1.18008332,0.36879049,1075.507,84.473,27.839,74.211,1432.29,83.32,1414.468,85.132,1811.283,80.229,361.486,187.503,-6.044,39.293,--,--,562.527,184.499,361.523,187.509
ISS_198RI_SPOKEMOV005_PRIME,0,17988,2013-10-21T14:05:17,0.0,359.98,180.0,129.51,150.045,137.447,319.098,320.722,319.873,169.051,190.947,177.573,143.08173,151.62459,146.56395,0.0,0.0,0.0,137.19066,141.4497,139.25513,128.75421,131.34447,130.0725,69.85473444,99.93,3.28146396,3.52644748,1.02200267,2.11780846,2.26619949,0.64117189,1076.816,61.318,34.467,74.019,1582.74,65.52,1383.436,66.107,1272.603,60.61,362.272,197.338,-0.87,39.477,1192.048,198.14,1084.589,196.146,1141.413,199.314
ISS_199RI_EGAPMOVMP001_PRIME,0,7146,2013-11-25T04:05:17,0.84,358.6,206.37,67.17,71.73,69.41,52.48,53.53,52.984,13.941,19.16,16.426,13.257393,13.675642,13.467264,0.0,0.0,0.0,76.39858,80.067085,78.32221,41.996494,42.68636,42.332047,69.53212595,39.7,0.87563583,0.95380848,0.3072085,0.64680464,0.70514081,0.22743629,1099.527,108.746,122.017,69.513,--,--,1100.916,108.787,1803.146,104.563,369.297,20.886,93.161,40.384,439.625,20.66,635.729,20.368,1296.163,21.971
ISS_199RI_SPOKEMOV002_PRIME,0,17862,2013-11-11T12:25:33,0.0,359.98,180.18,195.46,201.825,198.598,15.615,18.742,17.542,178.205,184.03,181.056,222.39168,228.78323,224.475,0.0,0.0,0.0,140.89691,144.16116,142.16927,75.299644,77.862305,76.2992,69.65195463,99.23,9.12831118,9.84572002,2.53139636,2.19515859,2.31895373,0.54756302,1090.397,230.302,87.808,71.105,1599.726,228.66,1748.889,233.892,1358.508,223.596,366.717,308.78,56.36,40.166,1188.234,312.86,1115.411,307.52,1309.668,313.499
ISS_199RI_SPOKEMOV003_PRIME,0,17733,2013-11-14T01:20:29,0.0,359.98,180.18,199.38,206.39,202.89,22.47,24.116,23.308,175.264,182.7,179.582,214.64435,219.75577,216.73924,0.0,0.0,0.0,134.99564,136.91322,135.95311,70.7428,72.234535,71.48984,69.63316356,98.52,5.08158666,5.36150921,1.28724636,1.62206262,1.69967908,0.39514834,1092.131,207.147,94.49,70.966,1581.83,205.56,1784.357,210.562,1719.776,205.073,367.157,321.889,62.932,40.088,1172.087,322.66,769.201,321.185,799.039,324.419
ISS_199RI_SPOKEMOV004_PRIME,0,17874,2013-11-16T02:25:33,0.0,359.98,179.95,203.585,211.38,207.594,27.991,29.646,28.83,173.939,181.814,178.763,203.87415,208.85341,206.10513,0.0,0.0,0.0,128.38899,130.50713,129.47382,65.77357,67.39022,66.604805,69.61375112,99.3,3.25842795,3.43931082,1.04753394,1.28670751,1.36539387,0.41979677,1093.716,189.783,99.247,70.61,1601.253,188.14,1777.235,191.254,1821.761,185.665,367.841,334.998,69.559,40.063,1197.752,332.54,450.142,331.9,442.459,335.169
ISS_199RI_SPOKEMOV006_PRIME,0,17793,2013-11-19T07:44:29,0.0,359.98,180.07,209.275,220.485,214.248,36.69,39.354,38.006,170.648,182.858,176.242,181.60022,186.19533,183.66776,0.0,0.0,0.0,114.50801,118.8646,116.78356,55.922913,58.976788,57.518726,69.5790928,98.85,1.74421699,1.8854787,0.59139992,0.9372805,1.01130921,0.31290142,1095.62,160.84,107.505,70.344,1630.847,159.1,1555.454,161.737,1581.51,153.481,368.207,351.389,78.291,40.479,1156.306,352.14,1060.905,348.76,415.385,354.494
ISS_200RI_SPOKEMOV001_PRIME,0,17988,2013-12-18T03:06:05,0.0,359.98,179.97,185.97,218.325,203.446,114.476,115.996,115.241,69.974,103.849,88.205,160.62663,200.67801,162.61288,0.0,0.0,0.0,131.2402,134.74457,133.07965,66.96925,69.86302,68.44907,69.31398908,99.93,4.15129643,4.47627334,1.15450915,1.52499845,1.64130145,0.41354811,1113.344,254.557,-177.735,66.684,1144.776,254.32,1715.983,258.245,1476.139,253.321,374.495,145.444,157.213,41.242,533.23,142.4,466.382,142.355,376.825,145.476
ISS_200RI_SPOKEMOV004_PRIME,0,17963,2013-12-23T06:21:49,0.0,359.98,179.9,205.33,216.595,210.589,128.344,132.003,129.595,73.327,88.217,80.993,149.49702,155.81853,152.44583,0.0,0.0,0.0,96.91786,106.358986,103.150734,43.71853,49.404163,47.369,69.25955906,99.79,1.18279205,1.25558881,0.32715101,0.797697,0.84889998,0.21791564,1116.409,208.24,-164.433,66.347,1127.082,208.1,1863.218,210.759,1741.138,198.071,375.156,171.668,170.715,41.44,477.591,171.86,1279.892,169.424,1136.718,176.899
ISS_200RI_SPOKEMOV007_PRIME,0,7706,2014-01-05T04:03:41,0.0,359.98,200.25,126.01,170.495,135.064,163.188,163.701,163.383,0.007,359.987,314.583,79.85931,104.95725,85.58321,0.0,0.0,0.0,108.86038,113.6231,111.0347,135.50108,137.74586,137.21529,69.15241483,42.81,1.23600181,1.31985742,0.29221566,0.90776479,0.96752971,0.20862547,1122.873,92.464,-132.16,64.526,--,--,1162.145,92.679,1436.448,91.355,378.598,240.495,-154.182,41.622,--,--,1209.538,238.077,979.067,239.459
ISS_200RI_SPOKEMOV011_PRIME,0,18000,2014-01-14T01:18:21,0.0,359.98,179.99,154.775,230.505,196.965,187.181,188.499,187.86,0.016,359.996,42.845,152.13991,384.42917,174.78305,0.0,0.0,0.0,139.15523,142.9437,141.33115,73.34594,76.483925,74.96271,69.06728578,100.0,9.03036247,8.93612864,1.86048589,2.28054963,2.30444587,0.44001101,1126.879,11.412,-109.027,63.79,1438.93,6.3,1126.881,11.415,1438.93,6.32,380.607,286.379,-130.61,41.913,451.75,286.14,640.097,285.855,1189.671,288.197
ISS_201RF_FMOVIE001_PRIME_1,0,9218,2014-01-29T23:03:57,174.82,359.58,267.37,129.32,136.015,134.063,230.132,230.959,230.552,258.361,265.81,263.511,11.125353,11.471792,11.27192,0.0,0.0,0.0,39.99559,43.434597,41.70113,45.705284,47.835052,46.694443,68.92659014,51.21,0.83299998,0.89743219,0.28157229,0.57101794,0.61481711,0.19035406,1133.243,220.891,-67.013,61.482,--,--,1369.645,225.79,1643.183,222.029,383.663,11.589,-86.863,42.423,--,--,1110.362,10.3,568.18,11.858
ISS_201RF_FMOVIE001_PRIME_2,0,9245,2014-01-30T06:30:53,174.56,359.62,267.08,309.685,316.495,312.295,230.971,231.797,231.38,77.888,85.524,80.915,10.563151,10.983821,10.731541,0.0,0.0,0.0,45.18901,48.57958,46.91719,47.013252,48.93127,47.906677,68.92073707,51.36,0.88308052,0.95250105,0.29488009,0.59224502,0.63784843,0.19507463,1133.243,220.891,-67.04,61.455,--,--,1629.975,221.993,1322.209,220.142,383.714,14.866,-85.139,42.484,--,--,583.693,11.869,1107.397,13.583
ISS_201RF_FMOVIE001_VIMS,0,16315,2014-02-05T17:27:57,0.0,359.98,177.05,304.45,328.945,317.595,248.404,250.005,249.214,56.046,78.94,68.382,6.189224,6.79337,6.463136,0.0,0.0,0.0,125.84784,142.90323,134.71104,130.811,137.75243,134.65607,68.86049523,90.64,2.44494467,2.60266934,0.78689317,1.7296537,1.81303717,0.49374689,1135.747,162.996,-50.856,60.591,1135.849,163.0,1187.142,163.246,1278.846,157.631,385.52,47.638,-68.412,42.582,426.702,47.76,1138.448,46.286,1212.498,49.379
ISS_201RI_L2PUPOCC001_VIMS_1,0,841,2014-01-22T11:16:13,294.76,311.6,303.18,35.885,47.975,43.283,209.904,209.926,209.921,185.959,198.071,193.362,16.970535,18.391201,17.48719,0.0,0.0,0.0,97.151695,97.509254,97.26924,47.949562,48.3158,48.087536,68.9961931,4.67,1.16322536,1.27477488,0.39408827,0.77703445,0.85132094,0.26198212,1129.942,290.365,-86.617,62.336,--,--,1661.916,294.266,1686.982,294.158,382.655,332.26,-107.364,41.879,--,--,1302.766,330.2,1304.423,330.258
ISS_201RI_L2PUPOCC001_VIMS_2,0,654,2014-01-23T00:14:21,277.28,290.46,283.84,332.905,341.335,338.274,211.363,211.384,211.379,121.521,129.972,126.896,24.813274,24.973614,24.891495,0.0,0.0,0.0,97.18163,97.490265,97.27916,48.131798,48.150875,48.14306,68.98912065,3.63,1.16173707,1.15172379,0.18447711,0.77525605,0.76851933,0.12312935,1130.145,284.576,-84.987,62.26,--,--,1347.134,289.535,1374.424,289.454,382.921,335.538,-105.558,42.021,--,--,1144.74,333.019,1172.682,333.062
ISS_201RI_SPOKEMOV001_PRIME,0,17934,2014-01-20T19:18:21,0.0,359.98,179.91,196.875,207.075,202.747,205.407,208.588,206.425,0.001,359.996,337.252,175.05615,188.91362,180.9516,0.0,0.0,0.0,102.64325,108.85487,106.8224,47.67679,51.47166,50.1828,69.00046503,99.63,1.27086967,1.31477503,0.29119482,0.81069205,0.84132405,0.18498193,1129.491,307.731,-91.291,62.775,1346.654,308.26,1621.466,308.807,1827.737,298.111,381.753,322.43,-112.157,42.074,502.642,322.1,748.184,321.748,996.563,327.913
ISS_201RI_SPOKEMOV009_PRIME,0,17889,2014-02-11T23:47:41,0.0,359.98,180.77,195.285,203.25,199.306,265.317,266.985,266.144,289.925,296.703,293.162,133.66527,140.11166,136.82274,0.0,0.0,0.0,138.23828,142.33893,140.25192,72.59074,75.786804,74.14725,68.79866972,99.38,7.69521349,7.85963491,1.19668832,2.10088797,2.14071785,0.30941048,1138.055,105.1,-34.809,59.592,1705.471,100.64,1311.308,105.576,1355.02,99.858,386.793,80.409,-51.821,42.545,1002.509,82.58,675.937,79.832,668.996,83.119
ISS_201RI_SPOKEMOV011_PRIME,0,17720,2014-02-14T17:17:17,0.0,359.98,180.6,137.245,203.685,193.177,272.687,274.049,273.477,223.196,290.978,279.7,158.64713,301.69754,183.35039,0.0,0.0,0.0,120.987686,125.94758,124.080376,60.51389,63.55519,62.23241,68.78294218,98.44,2.41353894,2.44978458,0.54573313,1.12024357,1.13765049,0.23922098,1138.848,76.153,-27.093,58.786,1750.441,77.66,1298.88,81.278,1151.627,76.278,387.783,96.796,-43.227,42.823,1050.355,95.6,814.449,93.958,419.072,96.914
ISS_201RI_SPOKEMOV013_PRIME,0,17972,2014-02-16T17:28:29,0.0,359.98,180.21,171.98,234.46,217.669,278.108,279.487,278.865,252.493,316.352,298.804,164.30467,240.19597,169.77621,0.0,0.0,0.0,112.26335,116.53226,114.881584,54.411247,57.540413,56.246616,68.76437879,99.84,1.56281482,1.60561547,0.36495193,0.86809458,0.89115223,0.1990719,1140.039,58.782,-22.289,58.476,1648.925,59.94,1676.562,62.622,1281.609,58.172,387.837,106.628,-38.297,42.764,922.482,105.66,1298.98,104.623,1062.859,107.285
ISS_201RI_SPOKEMOV015_PRIME,0,17973,2014-02-18T18:08:29,0.0,359.98,180.0,190.885,217.41,212.545,283.584,285.131,284.396,265.754,293.781,288.149,175.09105,213.05583,181.67226,0.0,0.0,0.0,103.48609,106.974495,105.493454,49.266594,51.42041,50.52794,68.7460477,99.85,1.1592081,1.19620731,0.27466163,0.73774591,0.76040387,0.17457607,1141.03,41.409,-17.164,58.486,1702.649,42.74,1823.202,43.437,1828.099,38.421,387.981,116.462,-33.042,43.029,1032.109,118.58,720.27,115.818,917.142,118.791
ISS_202RF_FMOVIE001_PRIME_1,0,8077,2014-03-01T22:16:29,192.16,353.74,272.95,144.41,151.74,146.419,313.751,314.467,314.102,189.943,197.989,192.317,12.655709,13.211689,12.854003,0.0,0.0,0.0,43.32638,45.634064,44.46466,46.39764,47.75121,47.129166,68.6507965,44.87,0.80062345,0.83570849,0.20967779,0.54402595,0.56839186,0.14217961,1144.95,297.18,11.578,56.544,--,--,1487.455,301.744,1661.633,298.396,390.853,175.455,-3.14,43.0,--,--,428.646,175.295,1141.673,176.213
ISS_202RF_FMOVIE001_PRIME_2,0,7978,2014-03-02T04:46:53,192.64,352.26,272.45,299.89,308.1,306.043,314.483,315.187,314.844,344.703,353.585,351.199,12.381617,12.657766,12.524484,0.0,0.0,0.0,48.633156,50.684826,49.65358,47.75115,48.765152,48.257126,68.64551396,44.32,0.87991636,0.91587594,0.21052575,0.58507527,0.6096466,0.13973449,1144.948,297.182,11.337,56.304,--,--,1643.626,298.341,1199.034,296.856,391.097,178.734,-1.225,43.251,--,--,1161.751,176.244,709.681,178.106
ISS_203RF_FMOVIE001_PRIME_1,0,10415,2014-04-13T09:58:53,0.0,359.98,134.46,193.63,211.175,203.091,68.479,69.364,68.925,124.266,142.696,134.165,10.140897,12.3987,10.492854,0.0,0.0,0.0,136.29405,140.02855,138.18044,71.94295,74.6551,73.29825,68.28010126,57.86,6.82082193,7.00411546,1.62426064,1.92924312,2.00276934,0.42449058,1167.159,269.183,117.991,48.749,--,--,1798.125,271.244,1200.041,268.938,400.508,41.575,112.975,44.37,860.77,42.04,448.807,41.385,1270.408,42.658
ISS_203RF_FMOVIE001_PRIME_2,0,10347,2014-04-13T17:56:45,0.0,359.98,134.27,26.815,43.34,36.308,69.375,70.261,69.824,316.554,333.965,326.485,10.689373,12.741827,11.015609,0.0,0.0,0.0,128.87276,131.98991,130.39316,70.17768,72.225296,71.174835,68.27874045,57.48,4.46462199,4.66058255,1.08087328,1.43485092,1.49868416,0.32639418,1167.531,263.392,119.51,48.564,--,--,1205.49,268.916,1755.889,265.103,400.732,44.853,114.672,44.404,737.888,44.16,1274.524,42.682,400.838,44.844
ISS_205RF_FMOVIE001_PRIME,0,16314,2014-06-22T08:27:09,0.0,359.98,195.59,68.285,76.27,69.891,257.324,258.802,258.052,169.488,178.946,171.839,13.224895,14.064452,13.403876,0.0,0.0,0.0,105.361244,109.429504,107.39471,52.826958,55.04862,53.921284,67.69999625,90.63,1.42013963,1.53821528,0.47806258,0.83392046,0.90483174,0.27855735,1201.03,346.008,-64.353,37.186,--,--,1637.999,350.018,1403.221,345.162,417.244,55.153,-55.83,45.991,860.956,55.62,1267.529,53.063,1142.583,55.932
ISS_205RI_L2PUPOCC002_VIMS,0,808,2014-06-24T17:55:09,219.92,236.3,228.09,245.31,254.55,248.23,263.79,263.824,263.799,341.494,350.76,344.431,14.876163,15.354731,15.002098,0.0,0.0,0.0,99.07929,99.322815,99.189545,47.98941,48.358288,48.11761,67.68246436,4.49,1.18724558,1.27273891,0.26084794,0.79418521,0.84949112,0.17318421,1201.741,322.826,-58.076,36.645,--,--,1288.5,328.162,1316.047,328.068,417.505,68.262,-48.826,46.342,--,--,1140.747,65.759,1177.425,65.825
ISS_206RI_BMOVIE001_PRIME,0,14676,2014-07-17T13:26:21,10.7,307.0,158.72,268.87,307.445,288.227,325.392,326.741,326.11,303.478,340.704,322.118,52.6411,58.06238,53.797607,0.0,0.0,0.0,96.37486,117.7676,107.79443,134.8177,138.53831,137.15645,67.49529941,81.53,1.25804404,1.36806021,0.44797725,0.92787918,1.00231096,0.32508511,1206.078,114.158,-0.723,32.631,1417.696,114.8,1518.487,118.722,1223.844,113.983,422.817,189.501,13.19,46.829,917.516,188.5,1207.786,187.141,786.392,189.921
ISS_206RI_L2PUPOCC002_VIMS,0,638,2014-07-25T22:32:29,102.54,115.3,108.92,279.23,286.425,281.427,348.018,348.043,348.024,291.197,298.407,293.403,17.11366,18.07871,17.402618,0.0,0.0,0.0,99.511856,99.577736,99.547226,47.988014,48.229343,48.073128,67.43352433,3.54,1.13459851,1.16736461,0.20414828,0.7586092,0.78016351,0.13729528,1206.863,38.801,19.716,30.91,--,--,1769.787,41.1,1762.077,40.973,425.53,235.377,36.538,46.897,--,--,429.663,232.151,437.576,232.183
ISS_206RI_LATPHASE001_VIMS,0,709,2014-07-16T15:05:33,61.28,75.54,68.4,223.03,228.685,227.076,322.877,322.919,322.904,260.111,265.784,264.172,6.503875,6.6143794,6.5277004,0.0,0.0,0.0,61.79356,62.318962,62.08496,118.2722,118.630264,118.439186,67.50869804,3.94,1.2475406,1.69278608,0.85558181,0.59376034,0.80664787,0.40876487,1205.637,125.751,-3.779,32.983,--,--,1423.035,126.419,1381.927,126.322,422.732,182.946,9.769,46.734,--,--,494.894,182.692,462.797,182.766
ISS_206RI_PROPRETRG001_PRIME,0,550,2014-07-16T13:24:13,302.52,321.66,311.74,62.89,73.535,67.61,322.688,322.727,322.706,100.165,110.847,104.904,10.712622,12.847699,11.669444,0.0,0.0,0.0,51.262264,51.67988,51.457066,114.724075,115.40557,115.07671,67.51045762,3.06,1.35643271,1.39659137,0.34751669,0.56938544,0.59157195,0.14683005,1205.636,125.752,-3.913,32.85,--,--,1618.533,127.0,1580.399,126.862,422.734,182.948,10.04,47.004,--,--,735.316,182.269,676.863,182.366
ISS_207RF_FMOVIE001_PRIME,0,15523,2014-08-16T11:01:17,0.0,359.98,181.89,232.89,238.34,234.592,46.128,47.544,46.83,185.751,192.212,187.762,7.983392,12.837035,9.713545,0.0,0.0,0.0,46.62599,57.76026,51.974,109.50784,117.2124,113.2733,67.26247485,86.24,1.55451956,1.68959913,0.57950804,0.61595753,0.66479587,0.22776166,1210.623,201.713,72.949,26.19,1593.386,200.2,1686.477,203.322,1765.572,198.925,429.949,346.791,93.552,47.37,--,--,438.877,346.712,669.057,349.503
ISS_208RF_FMOVIE001_PRIME_1,0,6319,2014-09-20T13:16:13,0.0,359.98,196.46,50.765,52.61,51.704,140.889,141.469,141.178,269.318,271.678,270.526,6.550438,7.6519656,7.066841,0.0,0.0,0.0,131.76598,142.56451,137.26643,126.57307,132.69139,129.70941,67.00169382,35.11,3.01141611,3.08811105,0.84435255,1.92028937,1.95590893,0.47775714,1219.278,237.114,159.538,17.331,--,--,1451.849,242.002,1742.699,239.284,438.735,173.567,-170.338,48.69,--,--,457.735,173.442,964.981,174.136
ISS_208RF_FMOVIE001_PRIME_2,0,3230,2014-09-20T18:29:17,0.0,359.98,66.87,178.925,181.85,179.879,141.476,141.763,141.616,37.28,40.374,38.262,8.572218,8.899827,8.687708,0.0,0.0,0.0,134.25821,137.96172,136.09987,116.47978,118.707985,117.619675,66.99994218,17.94,3.6776199,3.80750604,0.72078194,1.70823882,1.7608777,0.31207936,1219.278,237.114,159.565,17.358,--,--,1739.36,239.245,1511.78,238.064,438.898,176.842,-168.967,48.4,--,--,976.592,174.147,1243.248,174.7
ISS_208RF_FMOVIE002_PRIME_1,0,9225,2014-09-26T08:25:33,98.62,283.28,190.95,42.62,55.78,49.716,156.545,157.341,156.945,245.279,259.235,252.771,13.796762,14.635373,13.986982,0.0,0.0,0.0,117.25778,118.91411,118.07659,61.91248,62.883057,62.39172,66.95789347,51.25,2.53409753,2.75877781,0.99810234,1.17942712,1.27756863,0.4583271,1220.786,184.945,173.787,16.238,--,--,1723.341,188.469,1296.841,185.299,439.88,206.333,-153.509,48.89,--,--,1110.514,203.8,618.299,205.857
ISS_208RF_FMOVIE002_PRIME_2,0,8846,2014-09-26T15:33:49,106.16,283.22,194.67,214.785,228.845,221.976,157.349,158.104,157.727,56.681,71.496,64.249,14.142856,14.909653,14.318359,0.0,0.0,0.0,119.60818,121.42664,120.531555,60.9174,62.149433,61.533703,66.9534829,49.14,2.75702369,3.00478072,1.05239651,1.31746419,1.43130905,0.49765474,1220.787,184.947,173.493,15.945,--,--,1291.36,185.283,1618.756,183.368,439.879,206.331,-153.808,48.593,--,--,608.301,205.875,974.364,206.91
ISS_209RF_FMOVIE001_PRIME_1,0,8193,2014-10-27T01:33:17,51.98,216.32,134.14,204.105,223.195,213.688,239.48,240.154,239.817,323.951,343.715,333.87,13.132011,15.2928,13.433164,0.0,0.0,0.0,132.59317,134.34586,133.49147,70.939995,72.11834,71.52793,66.73163287,45.52,5.97726598,6.23205077,1.27436027,1.90427771,1.97354412,0.39996987,1229.606,260.916,-109.476,9.454,--,--,1252.624,266.516,1748.026,264.054,447.572,10.174,-69.73,49.522,--,--,811.526,7.337,1089.319,8.787
ISS_209RF_FMOVIE001_PRIME_2,0,7777,2014-10-27T07:45:01,96.62,252.28,174.48,29.245,49.28,42.947,240.177,240.821,240.508,148.439,169.103,162.439,13.562066,17.364315,13.89927,0.0,0.0,0.0,127.75244,129.06482,128.39658,70.41649,71.15811,70.78566,66.73153946,43.21,4.58423025,4.92133522,1.24013533,1.5085267,1.61934633,0.40818739,1229.605,260.917,-109.583,9.348,--,--,1752.231,263.936,1332.488,261.365,447.573,10.174,-69.838,49.414,--,--,1061.403,8.855,462.66,10.27
ISS_211RF_FMOVIE001_PRIME,0,17978,2015-01-03T18:11:09,0.0,359.98,180.02,274.005,285.95,281.689,64.968,66.61,65.811,207.395,220.371,215.878,13.462647,14.320379,13.894252,0.0,0.0,0.0,79.82076,82.62046,81.284615,61.409332,61.785683,61.59492,66.24943722,99.88,1.41569714,1.53168168,0.38484641,0.67364915,0.72865919,0.1833531,1227.534,355.1,60.858,355.694,1696.105,351.3,1292.703,355.449,1337.417,349.798,464.887,13.904,116.439,51.105,1210.665,14.96,772.306,13.151,801.722,16.372
ISS_211RF_HIRESFRNG001_PRIME,0,3927,2015-01-10T03:44:29,163.78,243.24,203.58,29.365,45.2,37.353,82.245,82.677,82.461,307.12,322.523,314.892,4.560072,5.770445,5.1168394,0.0,0.0,0.0,113.77623,124.84391,119.54123,120.33895,125.13004,122.81362,66.2128038,21.82,1.98483894,2.05089082,0.45469932,1.06066984,1.10756033,0.23786824,1225.922,291.386,77.887,353.975,--,--,1228.903,297.118,1534.881,296.086,466.176,49.955,135.027,51.4,--,--,658.509,47.0,1183.706,47.621
ISS_211RI_EGAPMOVMP001_PRIME,0,16091,2015-01-02T23:46:37,0.0,359.98,187.09,270.595,286.515,279.162,62.896,64.645,63.694,207.688,221.87,215.468,14.585462,15.63655,15.075195,0.0,0.0,0.0,83.09536,85.64402,84.485405,61.174038,61.641888,61.413326,66.25433559,89.39,1.41901514,1.54575683,0.39930934,0.67942687,0.73964809,0.19121901,1227.526,0.894,59.072,355.614,--,--,1617.493,2.408,1579.86,356.437,464.931,10.628,114.878,51.206,1206.675,11.66,1213.391,8.713,1169.128,12.223
ISS_212RF_FMOVIE001_PRIME_1,0,8059,2015-02-07T00:23:57,168.82,330.46,249.72,117.76,131.585,119.878,157.476,158.163,157.796,319.782,334.109,322.082,10.734475,15.116129,11.461799,0.0,0.0,0.0,75.76962,77.892204,76.86807,70.60694,71.121765,70.97708,66.02997653,44.77,1.8050972,1.9015953,0.42905902,0.58897946,0.61985991,0.13992334,1220.35,36.586,146.114,347.207,--,--,1347.816,41.882,1739.262,39.038,474.134,197.428,-149.23,52.309,--,--,1152.507,195.019,682.594,196.845
ISS_212RF_FMOVIE001_PRIME_2,0,8036,2015-02-07T06:36:45,173.8,334.8,254.38,273.675,286.675,284.122,158.175,158.862,158.536,114.813,128.5,125.585,10.054861,11.871061,10.375197,0.0,0.0,0.0,82.14864,84.19564,83.23496,71.03849,71.37874,71.26764,66.02406033,44.64,2.01947627,2.12739145,0.50249302,0.64852227,0.68324695,0.16160243,1220.349,36.587,146.033,347.127,--,--,1734.355,38.977,1223.908,36.659,474.133,197.427,-149.312,52.228,--,--,667.711,196.874,823.241,197.879
ISS_213RF_FMOVIE001_PRIME,0,17960,2015-03-09T16:04:13,0.0,359.98,180.18,266.645,275.79,271.288,240.246,242.427,241.583,25.261,33.951,29.705,12.138697,14.255444,12.771319,0.0,0.0,0.0,99.512375,103.11554,100.98694,81.44681,81.5324,81.49106,65.82725132,99.78,4.8472054,4.99127704,0.86765006,0.71705721,0.73852832,0.12841812,1216.276,118.699,-139.773,339.51,1309.545,118.3,1535.953,119.94,1216.152,112.9,481.295,1.282,-65.223,53.169,508.934,1.1,692.29,358.351,1204.988,2.459
ISS_213RF_FMOVIE002_PRIME,0,16842,2015-03-10T22:27:09,0.0,359.98,173.0,261.505,291.075,277.347,243.664,245.092,244.383,16.413,47.411,32.964,10.249393,23.49357,11.361455,0.0,0.0,0.0,93.58024,97.14499,95.5356,81.3288,81.65801,81.51413,65.82102701,93.57,4.55841194,4.7338091,0.85619955,0.6726892,0.69848822,0.12594742,1215.68,107.121,-136.649,339.225,1326.672,106.68,1526.767,108.326,1741.35,103.826,482.081,7.834,-62.155,52.913,505.801,7.66,814.178,5.003,546.069,8.035
